"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.206890000E0,-9.367375423E-1,-3.086745143E0,2.577652927E-1,3.236033953E0
3.216939000E0,-6.818547808E-1,-1.880234758E0,1.849841662E0,2.724357330E0
3.226989000E0,-4.587899356E-1,3.428766328E-1,5.051482108E0,5.083849336E0
3.237039000E0,2.274278913E-1,2.521683086E0,8.062844946E0,8.451040034E0
3.247088000E0,1.584876839E-1,4.210230913E0,8.749698658E0,9.711250655E0
3.257138000E0,-3.356927437E-1,5.412600299E0,7.612828027E0,9.346875531E0
3.267187000E0,-8.674334919E-1,5.848188044E0,6.734394972E0,8.961351456E0
3.277237000E0,-1.172011520E0,6.324074215E0,6.013414571E0,8.805037223E0
3.287286000E0,-1.380958848E0,6.981617004E0,5.186604245E0,8.806298140E0
3.297336000E0,-1.406718025E0,7.656728337E0,5.432738695E0,9.493102452E0
3.307385000E0,-1.587247446E0,8.237750369E0,5.467368829E0,1.001359114E1
3.317435000E0,-1.836321292E0,8.389815398E0,6.512760356E0,1.077854933E1
3.327484000E0,-2.334847151E0,8.704704918E0,6.600799543E0,1.117112141E1
3.337534000E0,-2.876088089E0,9.283119677E0,4.502589356E0,1.071081251E1
3.347583000E0,-3.319752886E0,9.726415222E0,2.707930353E0,1.062811362E1
3.357633000E0,-3.251696851E0,9.982802764E0,2.586865507E0,1.081303642E1
3.367682000E0,-2.859978426E0,9.877373958E0,3.458292428E0,1.084904509E1
3.377732000E0,-2.412115620E0,9.405777889E0,3.767929687E0,1.041557745E1
3.387782000E0,-1.753332929E0,8.464410667E0,3.762006165E0,9.427253826E0
3.397831000E0,-8.545555841E-1,7.174603772E0,3.126305358E0,7.872673607E0
3.407881000E0,1.165883638E-2,5.693777697E0,1.154970395E0,5.809750167E0
3.417930000E0,7.584180032E-1,3.863191647E0,-1.997332561E0,4.414610394E0
3.427980000E0,1.520898944E0,1.500449331E0,-6.052197983E0,6.418222668E0
3.438029000E0,2.257604409E0,-1.895469094E0,-1.027170083E1,1.068631923E1
3.448079000E0,2.773837245E0,-6.157209883E0,-1.316190819E1,1.479328340E1
3.458128000E0,1.949320488E0,-1.005382188E1,-9.844926589E0,1.420569478E1
3.468178000E0,-5.961139879E-1,-1.259914993E1,-6.796868379E0,1.432799186E1
3.478227000E0,-3.279616721E0,-1.165724067E1,-7.906093959E0,1.446213911E1
3.488277000E0,-3.748797012E0,-7.110460401E0,-7.923898730E0,1.128717401E1
3.498326000E0,-2.458958834E0,-2.641936923E0,-5.709733579E0,6.754803239E0
3.508376000E0,-1.316380444E0,5.664548635E-1,-2.654018440E0,3.016213266E0
3.518425000E0,-9.071083850E-1,2.492909523E0,6.552460027E-1,2.732542924E0
3.528475000E0,-1.758766162E0,2.890990303E0,-2.006569700E0,3.934133361E0
3.538525000E0,-4.223147704E0,8.490133739E-1,-1.375820724E1,1.441679807E1
3.548574000E0,-5.956545137E0,-4.636550821E0,-1.747530679E1,1.903587090E1
3.558624000E0,-4.220721402E0,-9.495646085E0,1.582865251E0,1.051129136E1
3.568673000E0,-3.495270220E0,-1.029967507E1,1.160406025E1,1.590454133E1
3.578723000E0,-3.524133538E0,-8.523638284E0,1.110025479E1,1.443217181E1
3.588772000E0,-3.698983705E0,-1.460443266E0,1.704080487E1,1.749869725E1
3.598822000E0,-5.410823915E0,4.853698284E0,1.027380816E1,1.258517130E1
3.608871000E0,-3.772476774E0,1.053541727E1,-1.961308157E-1,1.119218769E1
3.618921000E0,2.184299766E0,1.480886652E1,-2.022499854E0,1.510510506E1
3.628970000E0,6.292351316E0,1.334584405E1,6.425716950E0,1.609332398E1
3.639020000E0,5.049049666E0,7.918726868E0,1.094782373E1,1.442407647E1
3.649069000E0,1.655717026E0,2.264874544E0,8.356924226E0,8.815284345E0
3.659119000E0,-1.085065908E0,-2.471664249E0,5.457795768E0,6.088844458E0
3.669169000E0,-2.285180170E0,-6.868130150E0,3.619719142E0,8.092936848E0
3.679218000E0,-2.467321230E0,-9.398895131E0,3.349356462E0,1.027837986E1
3.689268000E0,-2.676722009E0,-9.757248759E0,6.351712250E0,1.194625433E1
3.699317000E0,-2.651646810E0,-9.093160012E0,9.238875550E0,1.323153851E1
3.709367000E0,-2.364930929E0,-7.328354554E0,7.624676825E0,1.083666810E1
3.719416000E0,-1.785282993E0,-5.347552949E0,4.785279429E0,7.394758760E0
3.729466000E0,-1.084739634E0,-4.032072684E0,2.128402724E0,4.686615874E0
3.739515000E0,-3.211322996E-1,-2.709192767E0,4.328974414E-1,2.762291005E0
3.749565000E0,2.516024736E-1,-1.650449708E0,-4.614166510E-1,1.732106628E0
3.759614000E0,5.975583963E-1,-7.817674702E-1,-5.782076939E-1,1.141297749E0
3.769664000E0,9.838335022E-1,2.377331704E-1,-2.064955171E-1,1.032998460E0
3.779713000E0,1.518414462E0,1.339604707E0,4.877022608E-1,2.082781013E0
3.789763000E0,1.840873349E0,2.231844792E0,1.077887428E0,3.087359255E0
3.799812000E0,1.878056817E0,2.892764933E0,1.266708055E0,3.674198642E0
3.809862000E0,1.958631887E0,3.577063411E0,1.135677214E0,4.233365594E0
3.819912000E0,2.157986273E0,4.303226784E0,5.797765750E-1,4.848794323E0
3.829961000E0,2.403551788E0,4.633987402E0,-6.850649022E-2,5.220688995E0
3.840014875E0,2.656125192E0,4.561031107E0,-6.525633001E-1,5.318255791E0
3.850063875E0,2.332848718E0,3.933826597E0,-1.180107282E0,4.723328068E0
3.860113875E0,1.118321363E0,2.820345998E0,-1.465001317E0,3.369157621E0
3.870162875E0,3.846123040E-2,1.994340248E0,-1.801117837E0,2.687544931E0
3.880212875E0,-6.032095841E-1,1.587097465E0,-2.103508349E0,2.703236494E0
3.890261875E0,-8.477073982E-1,1.513992652E0,-2.124522657E0,2.743059989E0
3.900311875E0,-1.118531131E0,1.474998155E0,-1.923550347E0,2.669602477E0
3.910360875E0,-1.431710925E0,1.573711435E0,-2.391027929E0,3.200527833E0
3.920410875E0,-1.604512812E0,1.687025211E0,-3.300963736E0,4.039415430E0
3.930459875E0,-1.358770418E0,1.341508561E0,-4.037855580E0,4.466562431E0
3.940509875E0,-8.121420014E-1,4.782496154E-1,-3.973421602E0,4.083671945E0
3.950559875E0,-3.180242121E-2,-6.742190480E-1,-2.978745608E0,3.054260650E0
3.960608875E0,1.138907509E0,-1.643937664E0,-2.166574663E0,2.948505914E0
3.970658875E0,2.573546720E0,-2.483589061E0,-2.726658400E0,4.497335141E0
3.980707875E0,3.939321518E0,-3.377823046E0,-3.780454423E0,6.420263094E0
3.990757875E0,5.256134655E0,-4.256006425E0,-3.843240655E0,7.778884299E0
4.000806875E0,6.504879479E0,-4.890276711E0,-2.978930672E0,8.666157816E0
4.010856875E0,7.832986806E0,-5.002837951E0,-2.594944313E0,9.649756777E0
4.020905875E0,8.494253687E0,-5.246723562E0,-2.972732624E0,1.041717779E1
4.030955875E0,8.176294963E0,-5.627570259E0,-3.479595589E0,1.051802889E1
4.041004875E0,6.682489824E0,-5.720522861E0,-3.580818786E0,9.497489944E0
4.051054875E0,4.627765964E0,-5.804937944E0,-2.853762543E0,7.953457299E0
4.061103875E0,3.147518179E0,-5.888336781E0,-1.590576559E0,6.863622551E0
4.071153875E0,2.633840576E0,-6.476691806E0,-1.271538439E-1,6.992912200E0
4.081202875E0,2.600367313E0,-7.941738001E0,7.440643314E-1,8.389680826E0
4.091252875E0,2.512751464E0,-8.637215770E0,3.996010566E-1,9.004171100E0
4.101302875E0,1.933206731E0,-8.486114362E0,-5.839126030E-1,8.723094587E0
4.111351875E0,7.160506135E-1,-7.066981675E0,-2.391235213E0,7.494862529E0
4.121401875E0,-4.140685299E-1,-4.166939882E0,-3.683282762E0,5.576864050E0
4.131450875E0,-2.180378770E0,-2.343563449E0,-3.741495302E0,4.923934231E0
4.141500875E0,-4.120481707E0,-3.402678391E0,-4.008490278E0,6.680163474E0
4.151549875E0,-4.545502657E0,-2.910276759E0,-2.916245012E0,6.134801561E0
4.161599875E0,-4.366386946E0,-2.892008888E0,-3.179050020E-1,5.246914709E0
4.171648875E0,-4.271989497E0,-3.848259612E0,1.689730718E0,5.992844584E0
4.181698875E0,-4.232509974E0,-4.692526217E0,2.704077038E0,6.873570804E0
4.191747875E0,-3.993721966E0,-5.378017527E0,3.471890713E0,7.544992563E0
4.201797875E0,-3.620604703E0,-5.954693908E0,3.340827713E0,7.728407841E0
4.211846875E0,-3.014093488E0,-6.317029490E0,1.957488756E0,7.267832095E0
4.221896875E0,-2.057786046E0,-6.363536489E0,1.098494185E0,6.777593196E0
4.231946875E0,-1.128783639E0,-5.778731893E0,2.146572508E0,6.267030264E0
4.241995875E0,-1.113000835E0,-5.111768655E0,3.180449113E0,6.122434663E0
4.252045875E0,-1.100957179E0,-4.098837361E0,1.623534390E0,4.544055275E0
4.262094875E0,-1.150360011E0,-2.885735410E0,1.560958073E-2,3.106612411E0
4.272144875E0,-1.285004138E0,-2.102049469E0,2.232208197E-1,2.473797716E0
4.282193875E0,-1.319317354E0,-8.796831894E-1,2.186442478E0,2.700920492E0
4.292243875E0,-1.089923629E0,1.140213484E0,4.748627912E0,5.003747331E0
4.302292875E0,-7.232561374E-1,3.016662170E0,7.219479983E0,7.857750398E0
4.312342875E0,-4.051503566E-1,4.809740086E0,8.653851099E0,9.908929577E0
4.322391875E0,-4.765754845E-1,6.045229272E0,7.089591104E0,9.329213427E0
4.332441875E0,-7.182493859E-1,6.630557778E0,5.546724901E0,8.674464580E0
4.342490875E0,-8.296239337E-1,7.141365275E0,4.424817587E0,8.441941989E0
4.352540875E0,-9.412510812E-1,7.698778004E0,3.550413264E0,8.530097930E0
4.362589875E0,-1.038274223E0,8.034660197E0,3.899003212E0,8.990884489E0
4.372639875E0,-1.248474097E0,8.329991950E0,4.526149250E0,9.562085573E0
4.382689875E0,-1.469678943E0,8.438273029E0,6.105757309E0,1.051877751E1
4.392738875E0,-1.890316235E0,8.296930624E0,5.905697749E0,1.035807024E1
4.402788875E0,-2.079068449E0,8.002362517E0,5.005202565E0,9.665008235E0
4.412837875E0,-1.997485465E0,7.732734540E0,4.196086498E0,9.021766653E0
4.422887875E0,-1.715401895E0,7.840509249E0,3.045582499E0,8.584390584E0
4.432936875E0,-1.286907407E0,8.006123446E0,2.561230437E0,8.503766499E0
4.442986875E0,-7.422840004E-1,7.952637795E0,2.688672256E0,8.427597044E0
4.453035875E0,-1.747214549E-1,7.730540079E0,2.797439238E0,8.222982658E0
4.463085875E0,3.313758174E-1,7.369972696E0,2.622948968E0,7.829825589E0
4.473134875E0,8.853310881E-1,6.570874663E0,1.526011311E0,6.803595777E0
4.483184875E0,1.642441362E0,5.104935014E0,-1.268313115E0,5.510589196E0
4.493233875E0,2.510253534E0,2.446903630E0,-6.007348670E0,6.955353925E0
4.503283875E0,3.270699717E0,-2.736714442E0,-1.065338134E1,1.147526106E1
4.513333875E0,3.427179394E0,-1.033991210E1,-1.429703635E1,1.797399759E1
4.523382875E0,1.611564555E0,-1.735653580E1,-1.109795450E1,2.066424616E1
4.533432875E0,-2.318782072E0,-1.788109420E1,-8.290335549E0,1.984540107E1
4.543481875E0,-5.910951473E0,-1.197627645E1,-9.133332138E0,1.617987333E1
4.553531875E0,-6.422665873E0,-4.796341192E0,-7.714000645E0,1.112480704E1
4.563580875E0,-4.450052708E0,8.155018115E-1,-5.356707349E0,7.011585123E0
4.573630875E0,-1.699304511E0,4.672392499E0,-2.945593357E-1,4.980527350E0
4.583679875E0,-1.255006899E-1,7.137806659E0,3.640423256E0,8.013533291E0
4.593729875E0,-4.072527230E-2,9.655448735E0,-3.589556280E0,1.030117775E1
4.603778875E0,-8.978811863E-1,1.163155736E1,-9.036913306E0,1.475686686E1
4.613828875E0,-2.298189640E0,1.093707771E1,-4.133922994E-2,1.117600347E1
4.623878875E0,-2.641504522E0,6.330621343E0,1.259519254E1,1.434200780E1
4.633927875E0,-4.795074100E0,-3.414452344E0,4.308924311E-1,5.902278265E0
4.643977875E0,-4.941020018E0,-2.427734001E1,-1.419044862E1,2.855121274E1
4.654026875E0,6.244984192E-1,-2.227671284E1,1.682972272E1,2.792635852E1
4.664076875E0,-3.661244313E0,-1.341793554E1,2.395412698E1,2.769920402E1
4.674125875E0,-7.557518045E0,-5.635945811E0,1.409205402E1,1.695482087E1
4.684175875E0,-4.718562991E0,3.010610887E0,1.872249801E0,5.902027950E0
4.694224875E0,4.457944988E-1,8.117636865E0,-5.492102551E-1,8.148398181E0
4.704274875E0,3.238155869E0,9.471568421E0,4.358486481E0,1.091753938E1
4.714323875E0,3.305584205E0,8.581819249E0,6.869285560E0,1.147874526E1
4.724373875E0,2.124047717E0,6.406905288E0,6.381038375E0,9.288577114E0
4.734422875E0,7.304024582E-1,3.649627942E0,5.013016199E0,6.243685073E0
4.744472875E0,-3.162963599E-2,6.378867888E-1,3.827684138E0,3.880601222E0
4.754522875E0,-9.158515804E-1,-3.141112554E0,4.136612713E0,5.274176422E0
4.764571875E0,-2.432274189E0,-6.824590028E0,5.645006071E0,9.184611060E0
4.774621875E0,-4.131149660E0,-9.445997377E0,6.613821877E0,1.224891439E1
4.784670875E0,-4.029606328E0,-1.054536455E1,6.009291115E0,1.278882404E1
4.794720875E0,-1.787880472E0,-8.553988257E0,3.115873632E0,9.277709856E0
4.804769875E0,8.080205914E-1,-5.416153652E0,7.640932377E-1,5.529146058E0
4.814819875E0,2.163696517E0,-2.330433526E0,-3.909506126E-1,3.203957774E0
4.824868875E0,2.839318751E0,4.238974071E-1,-1.067402201E0,3.062803852E0
4.834918875E0,3.103055074E0,2.840144670E0,-1.542038237E0,4.480318567E0
4.844963542E0,2.787724089E0,4.741117748E0,-1.695919996E0,5.755497175E0
4.855013542E0,2.097909640E0,6.182630069E0,-1.562645579E0,6.713270487E0
4.865062542E0,1.228393297E0,6.531181424E0,-1.257097571E0,6.763547530E0
4.875112542E0,4.589540961E-1,6.259950140E0,-5.186445200E-1,6.298143120E0
4.885162542E0,3.803417900E-1,5.869072545E0,-1.072455364E-1,5.882361262E0
4.895211542E0,2.451573801E-1,4.701737920E0,3.488975108E-1,4.721034959E0
4.905261542E0,4.101558656E-2,3.206621250E0,1.468763562E-1,3.210245284E0
4.915310542E0,-9.756020844E-2,2.024365116E0,-5.164516680E-1,2.091481399E0
4.925360542E0,-2.356550699E-1,1.364873450E0,-1.086389279E0,1.760299552E0
4.935409542E0,-1.888823149E-1,1.169052536E0,-1.504568110E0,1.914702472E0
4.945459542E0,2.323540244E-1,1.185884916E0,-1.884325032E0,2.238524570E0
4.955508542E0,6.620641485E-1,1.124053534E0,-2.555384683E0,2.869114177E0
4.965558542E0,9.308925194E-1,9.107599711E-1,-3.022405306E0,3.291045189E0
4.975607542E0,9.242413116E-1,3.971984357E-1,-3.111566573E0,3.270142985E0
4.985657542E0,9.164677307E-1,-8.573246062E-2,-2.815421765E0,2.962070707E0
4.995706542E0,9.950519702E-1,-4.662394345E-1,-2.316696078E0,2.564096010E0
5.005756542E0,1.237676921E0,-9.373577857E-1,-2.317487791E0,2.789486232E0
5.015806542E0,1.774371211E0,-1.741611893E0,-3.218061035E0,4.066635219E0
5.025855542E0,2.761276548E0,-2.809139809E0,-4.367585333E0,5.881472289E0
5.035905542E0,3.809824402E0,-3.816954204E0,-4.693930425E0,7.149607277E0
5.045954542E0,4.664972675E0,-4.364009761E0,-4.165092454E0,7.625912824E0
5.056004542E0,5.441827022E0,-4.192833692E0,-3.377669265E0,7.655193359E0
5.066053542E0,5.917844170E0,-3.852638007E0,-2.693481591E0,7.557681015E0
5.076103542E0,6.080130717E0,-3.815970118E0,-2.102541804E0,7.479993283E0
5.086152542E0,6.017919851E0,-4.182677078E0,-1.897631102E0,7.570412847E0
5.096202542E0,5.686439441E0,-4.839373775E0,-2.503840892E0,7.875554029E0
5.106251542E0,4.909490662E0,-5.370220850E0,-3.652049567E0,8.141242938E0
5.116301542E0,3.650703538E0,-5.631918249E0,-4.484676704E0,8.072079324E0
5.126351542E0,2.608801337E0,-5.934651992E0,-3.884714078E0,7.557575150E0
5.136400542E0,2.384688963E0,-6.703991205E0,-1.854822467E0,7.353271783E0
5.146450542E0,2.579543039E0,-7.209756648E0,3.009035647E-2,7.657384582E0
5.156499542E0,2.807597021E0,-6.617216186E0,1.063705445E0,7.266472346E0
5.166549542E0,2.546067145E0,-6.124379522E0,1.238209895E0,6.747121325E0
5.176598542E0,1.740823981E0,-5.295293459E0,4.339066708E-1,5.590963776E0
5.186648542E0,5.093348756E-1,-3.991056805E0,-1.260279479E0,4.216190318E0
5.196697542E0,-2.266931887E0,-3.432903233E0,-3.432205660E0,5.357596521E0
5.206747542E0,-4.318683022E0,-3.624718219E0,-4.016417348E0,6.922514971E0
5.216796542E0,-5.259459382E0,-4.166134720E0,-2.357665763E0,7.111763449E0
5.226846542E0,-5.625293938E0,-5.204920648E0,-1.761596141E-1,7.665909147E0
5.236895542E0,-5.415066070E0,-6.038780962E0,1.366615920E0,8.225415195E0
5.246945542E0,-4.736839340E0,-6.168477468E0,2.577617551E0,8.193404265E0
5.256995542E0,-3.740305101E0,-5.998705316E0,3.352496417E0,7.823910783E0
5.267044542E0,-2.910923754E0,-5.821232965E0,2.798988458E0,7.084812398E0
5.277094542E0,-2.114441473E0,-5.552083874E0,1.568590297E0,6.144670342E0
5.287143542E0,-1.223296571E0,-5.147110396E0,1.315298270E0,5.451532763E0
5.297193542E0,-1.176146379E0,-4.954138831E0,3.617765880E0,6.246202192E0
5.307242542E0,-1.140530111E0,-5.017610942E0,4.714659097E0,6.978913877E0
5.317292542E0,-9.811554775E-1,-4.232883026E0,2.168139378E0,4.856005884E0
5.327341542E0,-1.049265600E0,-2.953865413E0,3.718858391E-2,3.134910233E0
5.337391542E0,-1.166418658E0,-2.079402033E0,2.191013101E-1,2.394253680E0
5.347440542E0,-9.094237362E-1,-5.301763988E-1,3.436129142E0,3.593761543E0
5.357490542E0,8.012498081E-2,1.613036883E0,6.282266039E0,6.486537950E0
5.367539542E0,2.292323421E-1,3.644282418E0,6.923975737E0,7.827821013E0
5.377589542E0,-4.745030120E-2,5.087656492E0,7.177574158E0,8.797958337E0
5.387639542E0,-2.182647928E-1,6.202485459E0,6.654451840E0,9.099461230E0
5.397688542E0,-4.575474753E-1,6.951953495E0,5.078433679E0,8.621455545E0
5.407738542E0,-6.321416802E-1,7.395244946E0,4.426700976E0,8.642044460E0
5.417787542E0,-5.841842792E-1,7.546822318E0,5.669315286E0,9.457110245E0
5.427837542E0,-7.130379087E-1,7.996615874E0,6.241654787E0,1.016919579E1
5.437886542E0,-1.035756850E0,8.363970121E0,6.636558191E0,1.072719409E1
5.447936542E0,-1.420412351E0,8.611171103E0,6.134409835E0,1.066774686E1
5.457985542E0,-1.790105776E0,8.783221915E0,4.678120139E0,1.011109657E1
5.468035542E0,-2.043640755E0,8.837155463E0,3.624521168E0,9.767749889E0
5.478084542E0,-2.288504020E0,8.938348546E0,3.286932757E0,9.794654273E0
5.488134542E0,-2.430748796E0,8.970049810E0,3.624869077E0,9.975470372E0
5.498184542E0,-2.360688774E0,8.864646732E0,4.030316765E0,1.001989353E1
5.508233542E0,-2.076551808E0,8.568575891E0,3.928037269E0,9.652048331E0
5.518283542E0,-1.471023510E0,8.150139783E0,3.378894256E0,8.944585795E0
5.528332542E0,-7.717144985E-1,7.589057341E0,2.604437560E0,8.060547723E0
5.538382542E0,-8.318702146E-2,6.560031002E0,1.285609764E0,6.685336139E0
5.548431542E0,6.453326333E-1,4.900685924E0,-8.599760261E-1,5.017243815E0
5.558481542E0,1.254494683E0,2.429844963E0,-4.616923180E0,5.365993207E0
5.568530542E0,1.859252756E0,-1.946805893E0,-9.344222496E0,9.724266967E0
5.578580542E0,2.308543305E0,-9.059823282E0,-1.403304859E1,1.686227218E1
5.588629542E0,1.792893729E0,-1.765112671E1,-1.347613873E1,2.227965568E1
5.598679542E0,6.953673307E-1,-2.061518441E1,-8.761995353E0,2.241075471E1
5.608728542E0,-2.001242009E0,-1.450303609E1,-8.254750564E0,1.680725832E1
5.618778542E0,-3.259008209E0,-5.639771059E0,-7.885111810E0,1.022756767E1
5.628828542E0,-3.124400335E0,1.653879100E-1,-7.776247180E0,8.382079146E0
5.638877542E0,-2.196961181E0,4.012603794E0,-4.299897965E0,6.278276049E0
5.648927542E0,-1.698882634E0,6.218860586E0,5.421088117E-1,6.469490796E0
5.658976542E0,-3.261925970E0,6.417263045E0,-2.181516638E0,7.521997133E0
5.669026542E0,-5.615250760E0,1.984677724E0,-1.098269067E1,1.249357760E1
5.679075542E0,-4.427849661E0,-7.945339301E0,-1.005153211E1,1.355608966E1
5.689125542E0,-1.878382799E0,-1.459582322E1,2.525630249E0,1.493134909E1
5.699174542E0,-1.525814991E0,-1.459642081E1,1.098051668E1,1.832908504E1
5.709224542E0,-4.518457823E-1,-8.661817930E0,1.699460017E1,1.908003379E1
5.719273542E0,-1.270562101E0,8.549681783E-2,1.717882021E1,1.722595430E1
5.729323542E0,-4.082361077E0,5.925502269E0,5.329359922E0,8.954290942E0
5.739373542E0,-3.499712934E0,1.153281309E1,-3.657205934E0,1.259479749E1
5.749422542E0,1.630063391E0,1.494226139E1,-1.131325716E0,1.507342629E1
5.759472542E0,3.905659389E0,1.238221355E1,6.950790483E0,1.472707969E1
5.769521542E0,2.115010407E0,7.736124755E0,9.027356032E0,1.207534895E1
5.779571542E0,6.363649048E-2,3.254514039E0,8.274957957E0,8.892178609E0
5.789620542E0,-1.402057502E0,-1.003436585E0,7.838411268E0,8.025792262E0
5.799670542E0,-2.320437857E0,-5.515780851E0,6.558589078E0,8.878252133E0
5.809719542E0,-2.607337779E0,-9.768851974E0,5.825365777E0,1.166891450E1
5.819769542E0,-3.196134853E0,-1.117272635E1,7.656495034E0,1.391642944E1
5.829818542E0,-3.405684444E0,-9.398402211E0,8.107189060E0,1.287070958E1
5.839869417E0,-2.347683543E0,-6.815083040E0,5.623103571E0,9.142005722E0
5.849919417E0,-9.739708574E-1,-4.608626858E0,2.684601717E0,5.421729164E0
5.859968417E0,-3.108656122E-1,-2.368221157E0,7.664190408E-1,2.508486999E0
5.870018417E0,-1.245739062E-1,-3.119162107E-1,-5.959434684E-1,6.840752869E-1
5.880067417E0,2.797410294E-2,1.275045599E0,-1.105901365E0,1.688058547E0
5.890117417E0,2.163845475E-1,2.187824029E0,-7.849068403E-1,2.334411061E0
5.900166417E0,3.410135637E-1,2.733317209E0,-2.154979634E-1,2.762924644E0
5.910216417E0,4.478658749E-1,3.017410029E0,2.679662355E-1,3.062213747E0
5.920265417E0,7.122344282E-1,3.486353801E0,4.991639364E-1,3.593202658E0
5.930315417E0,1.243963994E0,3.657197748E0,9.673901816E-1,3.982258850E0
5.940364417E0,2.005795967E0,3.815570168E0,1.915627955E0,4.717141468E0
5.950414417E0,2.645999276E0,3.947958732E0,1.809629629E0,5.085513712E0
5.960464417E0,2.685451902E0,3.584860089E0,1.570905502E0,4.746642800E0
5.970513417E0,2.005477732E0,2.737592694E0,1.819407928E-1,3.398449226E0
5.980563417E0,1.146370602E0,1.809310956E0,-1.268903099E0,2.489555536E0
5.990612417E0,2.337295818E-1,1.269459754E0,-2.612047711E0,2.913580414E0
6.000662417E0,-3.640894541E-1,1.225382273E0,-3.732227465E0,3.945078541E0
6.010711417E0,-6.489429966E-1,1.265580711E0,-4.302444719E0,4.531429368E0
6.020761417E0,-6.875787663E-1,1.220930788E0,-4.425127198E0,4.641679358E0
6.030810417E0,-4.196900430E-1,1.327101021E0,-3.904484684E0,4.145158320E0
6.040860417E0,-1.742733389E-1,1.097304277E0,-3.122025488E0,3.313833282E0
6.050909417E0,-9.671587050E-3,5.091299307E-1,-2.491110627E0,2.542624428E0
6.060959417E0,1.987138233E-1,-3.961283952E-1,-2.138180876E0,2.183625963E0
6.071009417E0,7.144028682E-1,-1.041951025E0,-2.434214295E0,2.742523041E0
6.081058417E0,1.682422576E0,-1.381842070E0,-3.445187356E0,4.075456925E0
6.091108417E0,2.951738781E0,-1.729123410E0,-4.399810216E0,5.573236002E0
6.101157417E0,3.989413737E0,-2.159925794E0,-4.770195951E0,6.582968238E0
6.111207417E0,4.907031323E0,-2.720289028E0,-4.439745237E0,7.154737351E0
6.121256417E0,5.532488101E0,-3.364988993E0,-3.574147697E0,7.396357703E0
6.131306417E0,5.790857849E0,-3.788287060E0,-2.801795121E0,7.465601743E0
6.141355417E0,5.708333756E0,-3.956299785E0,-2.174991437E0,7.277909728E0
6.151405417E0,5.390633479E0,-4.092831101E0,-1.556093189E0,6.944898973E0
6.161454417E0,5.023382143E0,-4.143052252E0,-1.587740367E0,6.702251084E0
6.171504417E0,4.609349574E0,-4.193407304E0,-2.634496926E0,6.765452118E0
6.181553417E0,3.670824392E0,-4.379403141E0,-4.210679394E0,7.098164871E0
6.191603417E0,2.465377323E0,-4.809444802E0,-4.605344523E0,7.100566374E0
6.201653417E0,1.762243209E0,-6.096634483E0,-2.716379580E0,6.903127637E0
6.211702417E0,1.913467701E0,-7.775571241E0,-3.378439343E-1,8.014674372E0
6.221752417E0,2.618774348E0,-8.241904816E0,7.866025329E-1,8.683646563E0
6.231801417E0,2.998306006E0,-7.951856607E0,1.056341608E0,8.563744508E0
6.241851417E0,2.658651189E0,-6.492947066E0,6.834867387E-1,7.049393014E0
6.251900417E0,1.695001398E0,-4.631771307E0,-5.657359484E-1,4.964513304E0
6.261950417E0,-9.669546372E-1,-3.416531029E0,-3.329309868E0,4.867441806E0
6.271999417E0,-3.838247133E0,-3.353481672E0,-4.903242912E0,7.072465725E0
6.282049417E0,-5.254845344E0,-3.927594634E0,-3.690824500E0,7.527388969E0
6.292098417E0,-5.842655994E0,-4.789928550E0,-1.531265327E0,7.708749450E0
6.302148417E0,-5.732508484E0,-5.384739486E0,9.223748803E-2,7.865467603E0
6.312198417E0,-5.162316665E0,-5.638792820E0,1.120843413E0,7.726693198E0
6.322247417E0,-4.623236711E0,-5.817443385E0,1.922845173E0,7.675565046E0
6.332297417E0,-4.036165442E0,-5.817884849E0,2.002193059E0,7.358477603E0
6.342346417E0,-3.312831829E0,-5.824785149E0,1.861955777E0,6.954844072E0
6.352396417E0,-2.411733651E0,-5.589786721E0,2.435822572E0,6.557088255E0
6.362445417E0,-1.928941334E0,-5.647643166E0,4.259301331E0,7.332007626E0
6.372495417E0,-1.757349382E0,-5.614102952E0,4.332262888E0,7.305814844E0
6.382544417E0,-1.509165044E0,-4.869021497E0,1.950021716E0,5.457795724E0
6.392594417E0,-9.452961119E-1,-3.590897924E0,3.960757703E-3,3.713239600E0
6.402643417E0,-1.414925323E-1,-2.381826459E0,1.273536725E-1,2.389421765E0
6.412693417E0,5.386535458E-1,-6.407507551E-1,2.168166421E0,2.324146037E0
6.422743417E0,9.900091852E-1,1.372156742E0,5.475919797E0,5.731372431E0
6.432792417E0,1.381934163E0,3.780976871E0,7.582871572E0,8.585188956E0
6.442842417E0,1.186599227E0,5.627004248E0,7.105061667E0,9.140738254E0
6.452891417E0,5.276782490E-1,6.617115614E0,5.868712356E0,8.860386453E0
6.462941417E0,5.933608264E-3,7.201122649E0,4.576633818E0,8.532395896E0
6.472990417E0,-5.223708775E-1,7.757657127E0,3.538157500E0,8.542404458E0
6.483040417E0,-8.455810583E-1,8.075032883E0,4.218900872E0,9.149879122E0
6.493089417E0,-1.335358752E0,8.107140529E0,5.390276799E0,9.826698048E0
6.503139417E0,-1.724635087E0,8.332559463E0,5.965048742E0,1.039171400E1
6.513189417E0,-2.221273319E0,8.256351532E0,6.771707225E0,1.090676004E1
6.523238417E0,-2.578556029E0,8.257091205E0,5.768517977E0,1.039732206E1
