"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.219681625E0,-1.720320427E0,-1.031336575E1,7.715020984E0,1.299409728E1
3.229732625E0,-1.936364666E0,-1.540901304E1,-4.143634050E0,1.607348420E1
3.239782625E0,-4.803297039E0,-5.273992052E0,-9.468265328E0,1.185473336E1
3.249833625E0,-6.390127287E0,5.417385660E0,-1.028742633E1,1.326698664E1
3.259884625E0,-7.187674638E0,9.111225570E0,-3.239369166E0,1.204867672E1
3.269935625E0,-1.425087960E1,6.084167635E0,3.958456239E0,1.599293722E1
3.279986625E0,-2.456623924E1,-1.464273192E1,2.522637820E1,3.813502151E1
3.290036625E0,-2.231230367E1,-3.592467083E1,3.108208167E1,5.248348950E1
3.300087625E0,-5.888170136E0,-4.028744215E1,1.302813442E1,4.274904477E1
3.310138625E0,6.665239368E0,-3.503914510E1,-1.506514297E1,3.871854385E1
3.320189625E0,9.548970353E0,-2.810079690E1,-2.442603704E1,3.843785773E1
3.330239625E0,1.014073606E1,-1.972720519E1,-1.988260079E1,2.978783253E1
3.340290625E0,8.065955665E0,-1.588941209E1,-9.473440114E0,2.018115767E1
3.350341625E0,7.537118863E0,-1.185843986E1,-1.691972248E0,1.415250955E1
3.360392625E0,8.269790772E0,-4.603959026E0,-6.150894306E0,1.128801926E1
3.370442625E0,7.759164539E0,3.431484699E0,-1.648297816E1,1.853829255E1
3.380493625E0,3.744241447E0,8.134903693E0,-2.010783554E1,2.201183891E1
3.390544625E0,4.065437481E-1,7.201282863E0,-1.843676329E1,1.979742390E1
3.400595625E0,3.053421276E0,3.804341176E0,-1.497503504E1,1.574954182E1
3.410646625E0,8.789971941E0,2.376095603E0,-1.079320230E1,1.412100042E1
3.420696625E0,1.079863319E1,2.726902814E0,-4.351046484E0,1.195734432E1
3.430747625E0,9.929844532E0,4.539604570E0,2.157331677E0,1.112941607E1
3.440798625E0,9.022960095E0,6.999677299E0,6.605108356E-1,1.143877466E1
3.450849625E0,9.523107533E0,9.624951997E0,-7.412962010E0,1.543636239E1
3.460899625E0,9.230423985E0,1.072215044E1,-9.857563591E0,1.724345664E1
3.470950625E0,7.505553839E0,1.136407999E1,-7.320268439E0,1.546162936E1
3.481001625E0,5.394991994E0,1.258278475E1,-5.570843496E0,1.478061933E1
3.491052625E0,3.426693490E0,1.298948432E1,-3.056485802E0,1.377719263E1
3.501103625E0,2.511902156E0,1.172015671E1,-9.430743161E-1,1.202335706E1
3.511153625E0,2.596575978E0,9.482134924E0,-1.569980034E0,9.955798654E0
3.521204625E0,3.211129746E0,7.701352533E0,-3.848164595E0,9.188610114E0
3.531255625E0,3.307093664E0,4.650401706E0,-5.127113503E0,7.671401267E0
3.541306625E0,2.491712013E0,6.505372399E-1,-4.440830480E0,5.133498106E0
3.551356625E0,9.009369412E-1,-2.512639198E0,-1.451103508E0,3.038214032E0
3.561407625E0,-3.433578587E-1,-6.016905944E0,2.820157717E0,6.653896701E0
3.571458625E0,1.931832343E-2,-8.693710399E0,4.356427676E0,9.724167614E0
3.581509625E0,1.586824254E0,-1.605155655E1,1.232791865E0,1.617684317E1
3.591559625E0,3.595794382E0,-2.725840960E1,-6.750240927E0,2.831106468E1
3.601610625E0,5.933732225E0,-3.767736670E1,-1.169415064E1,3.989418878E1
3.611661625E0,5.988727042E0,-4.566205776E1,-7.290223106E0,4.662655599E1
3.621712625E0,6.026610568E0,-4.431948559E1,-1.530882919E0,4.475355227E1
3.631763833E0,3.491505490E0,-3.854144952E1,1.137105835E0,3.871597798E1
3.641813833E0,1.475404829E0,-3.133373413E1,6.324352543E0,3.199964295E1
3.651864833E0,2.467786084E0,-1.903224724E1,9.228644092E0,2.129517022E1
3.661915833E0,3.184372010E0,-8.838603233E0,9.288164654E0,1.321102323E1
3.671966833E0,2.185140450E0,-2.227852898E0,6.212526882E0,6.952241191E0
3.682016833E0,9.231598690E-1,1.992954458E0,3.860271547E0,4.441372314E0
3.692067833E0,-5.163826708E-1,5.103514726E0,2.648873183E0,5.773131105E0
3.702118833E0,-1.345163363E0,6.199119217E0,4.344444392E0,7.688481034E0
3.712169833E0,-1.283088152E0,6.386256430E0,8.689202780E0,1.085968836E1
3.722219833E0,-1.509354640E0,7.154377668E0,9.726561987E0,1.216837209E1
3.732270833E0,-3.482843133E0,8.908284502E0,7.441384156E0,1.211866029E1
3.742321833E0,-6.534413765E0,1.030444757E1,8.344647996E0,1.478219717E1
3.752372833E0,-9.788851206E0,1.192456134E1,1.090388775E1,1.889210256E1
3.762422833E0,-1.275166871E1,1.438478668E1,1.372809759E1,2.362176551E1
3.772473833E0,-1.415056126E1,1.717047623E1,1.523281538E1,2.696483455E1
3.782524833E0,-1.381071640E1,1.891857386E1,1.419057258E1,2.738650534E1
3.792575833E0,-1.237635231E1,2.103485545E1,1.248769499E1,2.741499163E1
3.802626833E0,-1.072061262E1,2.224090215E1,1.236666698E1,2.761383196E1
3.812676833E0,-7.644235761E0,2.104250361E1,1.485090333E1,2.686578918E1
3.822727833E0,-4.181923080E0,1.697509386E1,1.686253730E1,2.428965739E1
3.832778833E0,-2.852892477E0,1.434633305E1,1.345119216E1,1.987186046E1
3.842829833E0,-2.441875463E0,1.282215806E1,9.051292779E0,1.588384066E1
3.852879833E0,-1.999476004E0,1.079037926E1,6.236966490E0,1.262259640E1
3.862930833E0,-1.435255361E0,7.815518834E0,4.109220555E0,8.945836247E0
3.872981833E0,4.423880571E-1,2.247855638E0,1.037460948E0,2.514932878E0
3.883032833E0,3.680786585E0,-6.798630145E0,-6.933737664E0,1.038490634E1
3.893082833E0,6.422772877E0,-1.437838281E1,-2.643183082E1,3.076737857E1
3.903133833E0,7.474006941E0,-1.751018894E1,-2.309198310E1,2.992836748E1
3.913184833E0,6.232274099E0,-1.544421328E1,-1.299397148E1,2.112364218E1
3.923235833E0,5.174378302E0,-7.720724359E0,-3.781092354E0,1.003396406E1
3.933285833E0,1.761068649E0,4.882559556E0,1.848492680E1,1.919982473E1
3.943336833E0,-4.480706736E0,1.243464905E1,2.801341377E1,3.097496701E1
3.953387833E0,-6.835701492E0,6.468685799E0,3.129514953E1,3.267961283E1
3.963438833E0,-6.932173826E-1,-1.087586087E1,1.655737111E1,1.982199380E1
3.973489833E0,1.176513876E-1,-9.422182252E0,7.056736768E0,1.177237844E1
3.983539833E0,-3.244923436E0,-1.095305815E1,5.176923010E0,1.254191145E1
3.993590833E0,-5.912477596E0,-1.188796245E0,1.286741492E0,6.166549400E0
4.003641833E0,-6.440936083E0,9.142742062E0,-6.535423579E0,1.295326798E1
4.013692833E0,-1.118226199E1,9.851532773E0,-6.940091833E0,1.643960328E1
4.023742833E0,-1.997391091E1,5.946772100E0,1.197480530E0,2.087474970E1
4.033793833E0,-2.494225029E1,-8.082620230E0,1.833114620E1,3.199180396E1
4.043844833E0,-1.770700739E1,-2.351307618E1,2.144995631E1,3.642119558E1
4.053895833E0,-4.358130678E0,-3.144092763E1,1.645639905E1,3.575385718E1
4.063945833E0,5.430558268E0,-3.462998034E1,2.476055508E0,3.514053716E1
4.073996833E0,1.255796448E1,-3.331123674E1,-1.914573117E1,4.042152876E1
4.084047833E0,1.511012326E1,-2.748971141E1,-2.270449280E1,3.872330115E1
4.094098833E0,1.369871299E1,-1.973678293E1,-1.321653054E1,2.742028478E1
4.104149833E0,1.294840178E1,-1.256688500E1,-1.088729481E0,1.807686475E1
4.114199833E0,1.371513314E1,-5.316450439E0,-8.221933651E-1,1.473246498E1
4.124250833E0,1.306826386E1,8.201310521E-1,-1.017282558E1,1.658127002E1
4.134301833E0,8.413467386E0,4.912193245E0,-1.948972754E1,2.178911553E1
4.144352833E0,5.786167797E-1,5.712860670E0,-1.872816747E1,1.958866588E1
4.154402833E0,-3.077690729E0,4.481203165E0,-1.185437838E1,1.304145885E1
4.164453833E0,-2.996467934E0,4.140992278E0,-7.870139430E0,9.384334381E0
4.174504833E0,-3.947338343E-1,5.488190764E0,-7.227174919E0,9.083397490E0
4.184555833E0,3.483216477E0,6.243699558E0,-7.729816779E0,1.052932328E1
4.194605833E0,6.803351187E0,6.322327067E0,-7.342638717E0,1.183941511E1
4.204656833E0,8.522215657E0,6.979952887E0,-6.975797271E0,1.303877485E1
4.214707833E0,8.404180838E0,8.792842923E0,-7.143335202E0,1.410572862E1
4.224758833E0,7.183003882E0,1.097061383E1,-4.607011565E0,1.389872182E1
4.234808833E0,5.795981179E0,1.248931466E1,-2.600852924E0,1.401216666E1
4.244859833E0,4.814132222E0,1.287863632E1,-2.611100754E0,1.399474864E1
4.254910833E0,4.331525554E0,1.174405779E1,-3.034087165E0,1.287985606E1
4.264961833E0,4.448516352E0,9.143140842E0,-3.814845114E0,1.085998920E1
4.275011833E0,5.057345695E0,6.934995984E0,-5.016836770E0,9.941808989E0
4.285062833E0,5.124948864E0,5.053840290E0,-5.207578792E0,8.883990061E0
4.295113833E0,4.039288148E0,2.423742224E0,-4.074088436E0,6.228047182E0
4.305164833E0,1.534041146E0,4.655307519E-1,-3.981489590E0,4.292116084E0
4.315215833E0,-1.212526293E0,3.577911258E-3,-4.246971892E0,4.416673303E0
4.325265833E0,-1.780504794E0,-1.319712480E0,-9.173649859E-1,2.398623953E0
4.335316833E0,-1.510308175E0,-4.937088350E0,3.971316605E0,6.513618636E0
4.345367833E0,2.459428073E-1,-8.908314323E0,7.021380994E0,1.134541066E1
4.355418833E0,2.955765173E0,-2.161437299E1,1.572322136E0,2.187212529E1
4.365468833E0,6.008380119E0,-4.136238959E1,-1.095295524E1,4.320781333E1
4.375519833E0,1.254028601E1,-5.115808029E1,-1.304529132E1,5.426405419E1
4.385570833E0,1.501980015E1,-4.349884993E1,-5.520570306E0,4.634890547E1
4.395621833E0,8.302450395E0,-3.547095028E1,2.059439346E0,3.648781011E1
4.405671833E0,9.264620841E-2,-2.908628195E1,4.680506680E0,2.946060970E1
4.415722833E0,-2.856097044E0,-1.855348541E1,5.175229071E0,1.947234210E1
4.425773833E0,-2.039868423E0,-7.370617644E0,6.697078042E0,1.016552615E1
4.435824833E0,-5.018182799E-1,-3.581758726E-1,6.883398984E0,6.910954573E0
4.445874833E0,-3.155812454E-1,3.347037456E0,5.093148782E0,6.102656452E0
4.455925833E0,-1.010289376E0,5.470779510E0,3.685816945E0,6.673481822E0
4.465976833E0,-2.004116208E0,5.758533856E0,4.046446017E0,7.317849364E0
4.476027833E0,-1.150719323E0,6.404161189E0,8.503330320E0,1.070719674E1
4.486078833E0,-7.924813235E-1,7.926867362E0,8.657966369E0,1.176535739E1
4.496128833E0,-2.798642887E0,9.201082072E0,5.780804147E0,1.122096297E1
4.506179833E0,-5.888937290E0,1.000564550E1,5.387996385E0,1.279933706E1
4.516230833E0,-8.119115041E0,1.143437288E1,8.413567958E0,1.635399150E1
4.526281833E0,-9.931190561E0,1.330939718E1,1.222338213E1,2.061988531E1
4.536331833E0,-1.127793998E1,1.500386181E1,1.296921904E1,2.281465411E1
4.546382833E0,-1.211667044E1,1.587550858E1,1.080527095E1,2.270681298E1
4.556433833E0,-1.202743258E1,1.731766118E1,8.755411388E0,2.283019386E1
4.566484833E0,-1.210933569E1,2.003859515E1,8.972799756E0,2.507374009E1
4.576534833E0,-1.145219753E1,2.190581693E1,1.237988987E1,2.764560213E1
4.586585833E0,-7.913625172E0,1.923369785E1,1.799902084E1,2.750500587E1
4.596636833E0,-3.559936332E0,1.458787685E1,1.647822671E1,2.229374920E1
4.606687833E0,-1.444716741E0,1.224835675E1,1.101343767E1,1.653497079E1
4.616737833E0,1.460147689E-1,1.020819071E1,6.736061429E0,1.223123058E1
4.626788833E0,8.627540383E-1,7.139977146E0,3.756949493E0,8.114079594E0
4.636839833E0,2.232339467E0,2.848599744E-1,-9.862177044E-2,2.252600931E0
4.646890833E0,4.296516520E0,-1.069238226E1,-1.548381998E1,1.930118582E1
4.656940833E0,7.109905500E0,-1.751423404E1,-3.426902002E1,3.913649043E1
4.666991833E0,6.442059917E0,-1.668020708E1,-2.399106267E1,2.992157303E1
4.677042833E0,4.708861583E0,-1.099386353E1,-1.663712830E1,2.048981335E1
4.687093833E0,1.732211032E0,-1.640712925E0,2.304913061E0,3.317396295E0
4.697144833E0,-5.836553839E0,6.941398101E0,2.571770803E1,2.726992620E1
4.707194833E0,-1.354692512E1,5.619692890E0,3.468347534E1,3.765691955E1
4.717245833E0,-1.073591362E1,-7.309509562E0,2.132872715E1,2.497205184E1
4.727296833E0,-3.217521629E0,-1.281436021E1,1.187339236E1,1.776338141E1
4.737346833E0,-5.371017240E0,-1.007666110E1,1.516010175E1,1.897934694E1
4.747397833E0,-6.186768728E0,-2.372097276E0,9.432737646E0,1.152733674E1
4.757448833E0,-5.671111550E0,7.311808103E0,1.493240006E-1,9.254530869E0
4.767499833E0,-7.275301012E0,9.303331162E0,-3.810298027E0,1.240968761E1
4.777550833E0,-1.026140973E1,2.698764843E0,1.593059871E0,1.072929173E1
4.787600833E0,-1.385119785E1,-1.057501929E1,1.503887026E1,2.301856497E1
4.797651833E0,-1.534276409E1,-2.705745950E1,2.110775620E1,3.759047614E1
4.807702833E0,-1.026357904E1,-3.105265380E1,1.113368566E1,3.454804364E1
4.817753833E0,-1.065914230E0,-2.910227058E1,-5.114545498E0,2.956749739E1
4.827803833E0,5.145073226E0,-2.544216852E1,-2.165839317E1,3.380623777E1
4.837854833E0,8.283752754E0,-2.384071205E1,-2.036592696E1,3.243102051E1
4.847905833E0,1.136767486E1,-2.175668019E1,-6.711943418E0,2.544852351E1
4.857956833E0,1.307473439E1,-1.875577217E1,1.916548306E0,2.294342665E1
4.868006833E0,1.456483649E1,-1.246909382E1,-1.448764037E0,1.922788808E1
4.878057833E0,1.482206018E1,-4.459988882E0,-9.836458651E0,1.833959889E1
4.888108833E0,1.207340806E1,1.964142303E0,-1.821599464E1,2.194191191E1
4.898159833E0,5.032814872E0,5.124771109E0,-2.070779729E1,2.191815168E1
4.908209833E0,3.619426489E-3,6.044912353E0,-1.713080171E1,1.816604925E1
4.918260833E0,-3.797716865E-1,6.211801828E0,-1.382194423E1,1.515839209E1
4.928311833E0,2.669238450E0,4.642994453E0,-9.743558089E0,1.111841516E1
4.938362833E0,6.899851295E0,3.954443294E0,-6.307497359E0,1.015037401E1
4.948412833E0,9.012371957E0,4.072481622E0,-3.312897903E0,1.042992077E1
4.958463833E0,8.645411228E0,5.214318877E0,-1.543986529E0,1.021352785E1
4.968514833E0,8.579681507E0,7.484276406E0,-5.123193530E0,1.248488847E1
4.978565833E0,7.859047261E0,1.018398440E1,-7.459350311E0,1.487010657E1
4.988615833E0,5.630359381E0,1.290960200E1,-5.407681621E0,1.508647709E1
4.998666833E0,3.145649116E0,1.480456063E1,-5.493249775E0,1.610111540E1
5.008717833E0,4.975770020E-1,1.452687402E1,-6.864358696E0,1.607473396E1
5.018768833E0,-1.511216394E0,1.153686288E1,-6.191429543E0,1.318016615E1
5.028819833E0,-2.726867438E0,8.227275667E0,-5.273644727E0,1.014569858E1
5.038869833E0,-2.354606500E0,5.536320366E0,-5.297455759E0,8.016112055E0
5.048920833E0,-7.427510467E-1,3.224873918E0,-5.148398538E0,6.120253133E0
5.058971833E0,3.860969120E-1,7.625008947E-1,-5.174803394E0,5.244908827E0
5.069022833E0,4.387940660E-1,-1.305279797E0,-5.083421354E0,5.266637280E0
5.079072833E0,-3.748882382E-1,-2.128199387E0,-3.139750153E0,3.811535759E0
5.089123833E0,-5.822960671E-1,-4.524162658E0,1.401817328E0,4.772023501E0
5.099174833E0,4.129962236E-1,-1.005345116E1,5.428697684E0,1.143298757E1
5.109225833E0,3.772904498E0,-1.954711095E1,6.640561194E0,2.098621947E1
5.119275833E0,7.652423033E0,-3.944881577E1,-1.702297554E0,4.022022452E1
5.129326833E0,1.693965272E1,-5.544435599E1,-1.348398803E1,5.952181431E1
5.139377833E0,1.897847273E1,-4.894588214E1,-9.921762511E0,5.342586618E1
5.149428833E0,1.221665783E1,-3.700340259E1,2.405620241E0,3.904209959E1
5.159478833E0,5.051997832E0,-2.767896240E1,5.473756328E0,2.866373405E1
5.169529833E0,2.096416554E0,-1.687708283E1,4.829749843E0,1.767929215E1
5.179580833E0,2.094294307E0,-7.549044260E0,5.729082016E0,9.705489098E0
5.189631833E0,1.646175393E0,-2.308408819E0,4.821604671E0,5.593435108E0
5.199681833E0,-2.623265594E-2,2.112155796E0,5.560264714E0,5.947977299E0
5.209732833E0,-1.773525996E0,4.582716676E0,7.426255070E0,8.904827396E0
5.219783833E0,-3.619423858E0,4.777556427E0,1.229798090E1,1.368084825E1
5.229834833E0,-4.912672716E0,6.180217507E0,1.242283182E1,1.471924564E1
5.239884833E0,-6.745870718E0,9.054159669E0,5.951938700E0,1.276362618E1
5.249935833E0,-1.012739505E1,1.193922382E1,1.718183270E0,1.574996348E1
5.259986833E0,-1.322563582E1,1.569652999E1,3.781104341E0,2.087091868E1
5.270037833E0,-1.407389140E1,2.013419479E1,1.012445156E1,2.656999696E1
5.280087833E0,-1.379082886E1,2.229391067E1,1.436408520E1,2.989201159E1
5.290138833E0,-1.329536153E1,2.159874689E1,1.280620686E1,2.841252258E1
5.300189833E0,-1.241403293E1,2.082040998E1,1.001876665E1,2.622924648E1
5.310240833E0,-1.072018227E1,2.056535912E1,1.207140364E1,2.614526896E1
5.320290833E0,-8.179927254E0,1.984817940E1,1.596969670E1,2.675617029E1
5.330341833E0,-6.406764370E0,1.801480131E1,1.832218359E1,2.648173158E1
5.340392833E0,-6.633310647E0,1.509863348E1,1.565030658E1,2.273547095E1
5.350443833E0,-6.907853209E0,1.223892052E1,1.182007511E1,1.836365396E1
5.360493833E0,-6.071391469E0,9.516180337E0,8.153893695E0,1.392499425E1
5.370544833E0,-4.395477721E0,6.601567867E0,5.694287574E0,9.763494952E0
5.380595833E0,-1.831721726E0,2.088546494E0,3.352366608E0,4.353802110E0
5.390646833E0,1.590538406E0,-7.140028601E0,-3.304617076E0,8.026849623E0
5.400696833E0,4.631237456E0,-1.812268712E1,-2.651362167E1,3.244768532E1
5.410747833E0,6.252803673E0,-2.111456235E1,-3.337055557E1,3.998144915E1
5.420798833E0,4.233815072E0,-1.497067769E1,-1.310052879E1,2.033888481E1
5.430849833E0,3.455441034E0,-8.640125345E0,-6.073900509E0,1.111234026E1
5.440899833E0,1.933552448E0,9.320426667E-1,-7.245162123E-1,2.265447493E0
5.450950833E0,-2.626747611E0,7.280888026E0,1.570246375E1,1.750652739E1
5.461001833E0,-6.704903955E0,6.452622328E0,3.303602701E1,3.432158435E1
5.471052833E0,-3.022042193E0,-1.100861138E1,2.807388334E1,3.030619061E1
5.481102833E0,5.480454898E-1,-1.752401643E1,1.085994592E1,2.062352858E1
5.491153833E0,-1.422276297E0,-1.164001478E1,8.076276001E0,1.423864628E1
5.501204833E0,-3.395025555E0,-1.680364063E0,3.214434007E0,4.968139278E0
5.511255833E0,-4.597629415E0,8.333788548E0,5.634550957E-1,9.534553447E0
5.521305833E0,-6.199016306E0,1.337954857E1,-2.337604405E0,1.492998719E1
5.531356833E0,-8.878766003E0,1.272412481E1,-1.176966304E0,1.556024060E1
5.541407833E0,-1.081184556E1,8.728820590E0,2.135108457E0,1.405869842E1
5.551458833E0,-9.455668087E0,5.988911229E-1,1.074395705E1,1.432483656E1
5.561508833E0,-1.088736586E1,-1.884165841E1,2.539436870E1,3.344273895E1
5.571559833E0,-1.392381793E1,-3.834562860E1,2.597309102E1,4.836177619E1
5.581610833E0,-1.079778651E1,-4.267953807E1,5.751568068E0,4.439837495E1
5.591661833E0,-1.825936344E-1,-3.460292176E1,-2.607864496E1,4.333002721E1
5.601712833E0,7.386933129E0,-2.680269398E1,-2.843577453E1,3.976863662E1
5.611762833E0,1.058026541E1,-2.175822385E1,-1.040621602E1,2.633726739E1
5.621813833E0,1.159312245E1,-1.823147105E1,-1.796990873E0,2.167985704E1
5.631868875E0,1.334269357E1,-1.051864745E1,-3.595100025E0,1.736646654E1
5.641919875E0,1.277625976E1,-1.769730569E0,-1.144542880E1,1.724420482E1
5.651969875E0,7.552257305E0,3.984494475E0,-1.871205254E1,2.056826918E1
5.662020875E0,1.255971690E0,4.689392109E0,-2.035998385E1,2.093076219E1
5.672071875E0,3.630790552E-1,3.826932478E0,-1.654727297E1,1.698792163E1
5.682122875E0,3.330098072E0,2.258460733E0,-9.329056572E0,1.015979796E1
5.692172875E0,7.186731482E0,2.342621462E0,-3.921847991E0,8.515742855E0
5.702223875E0,1.046828188E1,4.824280357E0,-5.663289730E0,1.284256427E1
5.712274875E0,1.177123214E1,6.622452368E0,-7.094206896E0,1.525603333E1
5.722325875E0,1.135010983E1,7.903926396E0,-4.901575286E0,1.467387085E1
5.732375875E0,1.019476784E1,9.636712502E0,-1.742355074E0,1.413631212E1
5.742426875E0,8.501735199E0,1.175521077E1,-2.153270201E0,1.466632382E1
5.752477875E0,6.923683376E0,1.390253874E1,-4.025068889E0,1.604428729E1
5.762528875E0,5.515989012E0,1.496467026E1,-7.437484063E0,1.759783112E1
5.772578875E0,2.552364011E0,1.291615088E1,-9.581972623E0,1.628360264E1
5.782629875E0,-2.261615306E-1,9.633180783E0,-6.988868136E0,1.190351204E1
5.792680875E0,-9.590201117E-1,7.686798229E0,-4.534104095E0,8.975783338E0
5.802731875E0,-1.259042940E0,4.782274545E0,-4.199719373E0,6.487910431E0
5.812781875E0,-1.419848094E0,1.514384415E0,-4.139034630E0,4.630435880E0
5.822832875E0,-1.227986623E0,-1.100742440E0,-1.532997711E0,2.251592113E0
5.832883875E0,-7.950681317E-1,-4.665095758E0,4.040980332E0,6.222923253E0
5.842934875E0,-1.060364492E0,-9.803595545E0,4.971197498E0,1.104299158E1
5.852984875E0,-1.095195186E-1,-1.637762537E1,8.839481485E-1,1.640182830E1
5.863035875E0,3.371616227E0,-2.761234858E1,-3.983263636E0,2.810117398E1
5.873086875E0,8.349878331E0,-3.735386599E1,-1.284818986E1,4.037459294E1
5.883137875E0,1.081827516E1,-4.180145000E1,-1.374688937E1,4.531416188E1
5.893187875E0,9.906307150E0,-3.861307557E1,-5.592080584E0,4.025389288E1
5.903238875E0,6.945733227E0,-3.621935646E1,3.369728161E0,3.703295911E1
5.913289875E0,2.238346896E0,-3.235276115E1,1.135926189E1,3.436195835E1
5.923340875E0,2.511130031E0,-1.997399979E1,1.304997260E1,2.399100303E1
5.933390875E0,3.233390973E0,-7.937481812E0,8.904459254E0,1.235911928E1
5.943441875E0,1.762599597E0,-1.867145766E0,3.081942240E0,4.011403572E0
5.953492875E0,2.400156310E-1,2.558383135E0,1.684146042E0,3.072341072E0
5.963543875E0,-2.004202747E0,4.633224925E0,3.793639309E0,6.314689308E0
5.973593875E0,-3.619613307E0,4.837905539E0,8.184530767E0,1.017317425E1
5.983644875E0,-3.558364016E0,5.678303041E0,1.217087998E1,1.389371798E1
5.993695875E0,-3.933058857E0,7.059116001E0,1.035778237E1,1.313711255E1
6.003746875E0,-5.518321466E0,9.568790660E0,6.316088673E0,1.272425254E1
6.013796875E0,-7.926200779E0,1.259060481E1,5.634184045E0,1.590886602E1
6.023847875E0,-1.106652688E1,1.595474303E1,7.477187242E0,2.080697411E1
6.033898875E0,-1.262850296E1,1.924012628E1,1.089102855E1,2.546126566E1
6.043949875E0,-1.224635233E1,2.075807867E1,1.257533773E1,2.718474010E1
6.053999875E0,-1.143754558E1,2.117259012E1,1.120589878E1,2.654558699E1
6.064050875E0,-1.093662631E1,2.058600914E1,1.079976287E1,2.569101877E1
6.074101875E0,-9.655872658E0,1.974512808E1,1.370635179E1,2.590308937E1
6.084152875E0,-6.195854716E0,1.792226912E1,1.914861735E1,2.694932082E1
6.094202875E0,-3.548854689E0,1.603997439E1,1.968967542E1,2.564290284E1
6.104253875E0,-3.480098450E0,1.486498576E1,1.395988823E1,2.068713045E1
6.114304875E0,-3.617209809E0,1.289589847E1,9.020489062E0,1.614799142E1
6.124355875E0,-2.804015894E0,1.009557801E1,6.805811695E0,1.249408954E1
6.134405875E0,-1.517527440E0,5.805588155E0,4.550049744E0,7.530650438E0
6.144456875E0,1.567535021E0,-2.325333000E0,-2.501673329E0,3.758019299E0
6.154507875E0,5.538694335E0,-1.365740475E1,-2.778078815E1,3.144795748E1
6.164558875E0,8.953575280E0,-1.892059816E1,-3.448041791E1,4.033676691E1
6.174608875E0,9.113124161E0,-1.734733930E1,-2.064413982E1,2.846330483E1
6.184659875E0,8.814971126E0,-1.054334025E1,-8.418177903E0,1.611618623E1
6.194710875E0,4.299414400E0,1.026226108E0,1.882100839E1,1.933309238E1
6.204761875E0,-4.558921432E0,8.137091137E0,3.048652638E1,3.188141006E1
6.214811875E0,-1.146511988E1,4.038729739E0,3.374744370E1,3.586990756E1
6.224862875E0,-6.853392828E0,-6.349552873E0,1.379996922E1,1.666508222E1
6.234913875E0,-3.679145272E0,-9.050539073E0,7.891314536E0,1.255871062E1
6.244963875E0,-7.102628641E0,-7.933239073E0,8.043241571E0,1.334456259E1
6.255014875E0,-7.710022200E0,2.110283518E-1,1.417006347E0,7.841994789E0
6.265065875E0,-6.944948530E0,8.115058828E0,-6.008947299E0,1.225536362E1
6.275116875E0,-9.067006586E0,8.739056726E0,-3.309036109E0,1.302042399E1
6.285166875E0,-1.645692063E1,3.269967061E0,3.417511607E0,1.712315119E1
6.295217875E0,-1.876881731E1,-1.300395150E1,1.799849459E1,2.907433689E1
6.305268875E0,-1.355303663E1,-2.723122706E1,2.139527314E1,3.718846921E1
6.315319875E0,-4.352974603E0,-3.002037699E1,1.171744361E1,3.251876239E1
6.325369875E0,4.227153339E0,-2.859447966E1,-2.702172015E0,2.903127324E1
6.335420875E0,9.488808936E0,-2.768089198E1,-1.930481403E1,3.505631356E1
6.345471875E0,1.183431308E1,-2.557930210E1,-1.846030535E1,3.369175768E1
6.355522875E0,1.114966727E1,-2.094847336E1,-8.309513832E0,2.514362020E1
6.365572875E0,9.848356565E0,-1.514360091E1,-6.327926946E-1,1.807537557E1
6.375623875E0,9.120020367E0,-9.189768879E0,-3.234394647E-1,1.295110947E1
6.385674875E0,7.720303359E0,-2.355371316E0,-9.743178020E0,1.265228738E1
6.395725875E0,3.788601933E0,4.440812353E0,-2.187733631E1,2.264270662E1
6.405775875E0,-6.529158872E-1,7.908293096E0,-2.436554643E1,2.562512930E1
6.415826875E0,-6.921916348E-1,6.619794223E0,-1.836987699E1,1.953850520E1
6.425877875E0,4.113552172E0,4.612166178E0,-1.215336640E1,1.363443080E1
6.435928875E0,8.590700001E0,3.702989632E0,-5.660744437E0,1.093417973E1
6.445978875E0,9.856111143E0,4.383535368E0,3.220253448E0,1.125736832E1
6.456029875E0,9.547021476E0,6.990009513E0,3.917708747E0,1.246412026E1
6.466080875E0,9.951198564E0,9.064279445E0,-5.071191902E0,1.438417540E1
6.476131875E0,9.161115768E0,1.017285248E1,-1.120975443E1,1.769382842E1
6.486181875E0,6.793429631E0,1.290510198E1,-1.063150690E1,1.804775006E1
6.496232875E0,3.071038937E0,1.478426846E1,-8.417520676E0,1.728758307E1
6.506283875E0,4.590128607E-1,1.400877563E1,-6.307395033E0,1.537009172E1
6.516334875E0,-7.933338475E-1,1.169323496E1,-3.470389148E0,1.222312249E1
6.526384875E0,-1.585912527E0,8.470986446E0,-2.187473196E0,8.891443578E0
6.536435875E0,-6.441126117E-1,6.042484004E0,-3.331032750E0,6.929810472E0
6.546486875E0,1.323428093E0,3.992266009E0,-4.695802411E0,6.303983668E0
6.556537875E0,2.612883278E0,1.939462375E0,-4.117519215E0,5.248108023E0
6.566587875E0,2.759378250E0,9.369402945E-2,-6.225298078E-1,2.830280950E0
